Time,CO2,CO,Temp,Humidity
15:40:22,284,0,86,52
15:40:32,288,0,86,52
15:40:42,292,0,86,52
15:40:52,292,0,86,52
15:41:02,286,0,85.9,52
15:41:12,286,0,85.9,52
15:41:22,288,0,85.8,52
15:41:32,286,0,85.8,52
15:41:42,280,0,85.8,52
15:41:52,280,0,85.7,52
15:42:02,276,0,85.7,52
15:42:12,280,0,85.7,52
15:42:22,280,0,85.6,52
15:42:32,284,0,85.6,52
15:42:42,286,0,85.6,52
15:42:52,286,0,85.6,52
15:43:02,286,0,85.5,52
15:43:12,282,0,85.5,52
15:43:22,284,0,85.5,52
15:43:32,284,0,85.4,52
15:43:42,282,0,85.4,52
15:43:52,282,0,85.4,52
15:44:02,280,0,85.4,52
15:44:12,280,0,85.3,52
15:44:22,278,0,85.3,52
15:44:32,278,0,85.3,52
15:44:42,282,0,85.2,52
15:44:52,278,0,85.2,52
15:45:02,278,0,85.2,52
15:45:12,280,0,85.1,52
15:45:22,278,0,85.1,51
15:45:32,274,0,85.1,51
15:45:42,274,0,85.1,51
15:45:52,274,0,85.1,51
15:46:02,278,0,85.1,51
15:46:12,276,0,85,51
15:46:22,278,0,85,51
15:46:32,276,0,85,51
15:46:42,278,0,84.9,51
15:46:52,274,0,84.9,51
15:47:02,272,0,84.9,51
15:47:12,274,0,84.9,51
15:47:22,270,0,84.9,51
15:47:32,268,0,84.8,51
15:47:42,266,0,84.8,51
15:47:52,262,0,84.8,51
15:48:02,262,0,84.8,51
15:48:12,260,0,84.7,51
15:48:22,260,0,84.7,51
15:48:32,264,0,84.7,51
15:48:42,264,0,84.7,51
15:48:52,266,0,84.7,51
15:49:02,268,0,84.7,51
15:49:12,258,0,84.6,51
15:49:22,254,0,84.6,51
15:49:32,260,0,84.6,51
15:49:42,260,0,84.6,51
15:49:52,260,0,84.6,51
15:50:02,258,0,84.5,51
15:50:12,256,0,84.5,51
15:50:22,256,0,84.5,51
15:50:32,256,0,84.5,51
15:50:42,248,0,84.5,51
15:50:52,248,0,84.5,51
15:51:02,250,0,84.5,51
15:51:12,248,0,84.4,51
15:51:22,246,0,84.4,51
15:51:32,246,0,84.4,51
15:51:42,242,0,84.4,51
15:51:52,246,0,84.4,51
15:52:02,246,0,84.4,51
15:52:12,248,0,84.4,51
15:52:22,248,0,84.4,51
15:52:32,248,0,84.4,51
15:52:42,244,0,84.4,51
15:52:52,248,0,84.4,51
15:53:02,242,0,84.1,51
15:53:12,242,0,84.4,50
15:53:22,242,0,84.6,50
15:53:32,236,0,84.7,50
15:53:42,238,0,84.9,50
15:53:52,238,0,85,50
15:54:02,224,0,85.1,50
15:54:12,224,0,85.3,50
15:54:22,222,0,85.4,50
15:54:32,222,0,85.5,50
15:54:42,224,0,85.6,50
15:54:52,226,0,85.7,50
15:55:02,228,0,85.8,50
15:55:12,220,0,85.8,50
15:55:22,220,0,86,50
15:55:32,214,0,86,50
15:55:42,212,0,86.1,50
15:55:52,210,0,86.2,50
15:56:02,208,0,86.3,50
15:56:12,208,0,86.4,50
15:56:22,200,0,86.4,50
15:56:32,198,0,86.4,53
15:56:42,198,0,86.8,59
15:56:52,194,0,87,56
15:57:02,190,0,87.2,56
15:57:12,190,0,87.3,55
15:57:22,182,0,87.4,55
15:57:32,182,0,87.4,55
,,,,
,,,,
,,,,
,,,,
,,,,












































































































































